time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO
2021-01-01 00:00:00,37.103,229.322,269.452,259.654,8.325,-12.734,0.000,0.018,0.000
2021-01-01 01:00:00,93.759,225.170,269.462,260.489,7.737,-8.305,0.000,0.012,0.000
2021-01-01 02:00:00,176.701,221.162,269.162,261.669,6.943,-4.570,0.000,0.005,0.000
2021-01-01 03:00:00,279.966,218.207,269.362,262.291,5.491,-6.709,0.000,0.002,0.000
2021-01-01 04:00:00,391.749,219.954,269.462,264.886,3.933,-3.596,0.000,0.001,0.000
2021-01-01 05:00:00,506.348,222.078,269.362,265.427,2.874,-3.513,0.000,0.006,0.000
2021-01-01 06:00:00,632.165,206.100,268.562,266.846,1.348,-0.217,0.000,0.018,0.000
2021-01-01 07:00:00,742.693,195.580,268.762,267.511,1.393,-0.563,-0.000,-0.000,0.000
2021-01-01 08:00:00,818.681,197.234,268.662,268.437,3.797,-1.224,0.000,0.006,0.000
2021-01-01 09:00:00,855.420,211.866,269.362,269.221,4.803,-3.204,0.000,0.008,0.000
2021-01-01 10:00:00,856.056,213.440,268.662,269.089,4.825,-1.936,0.000,0.013,0.000
2021-01-01 11:00:00,843.830,212.125,268.862,269.166,5.837,-3.303,0.000,0.012,0.000
2021-01-01 12:00:00,801.314,212.315,268.862,269.151,5.816,-3.292,0.000,0.015,0.000
2021-01-01 13:00:00,710.150,213.061,269.162,267.848,6.364,-4.184,0.000,0.009,0.000
2021-01-01 14:00:00,614.493,222.897,269.262,266.741,6.329,-3.678,0.000,0.005,0.000
2021-01-01 15:00:00,501.316,217.122,269.562,265.041,6.435,-3.817,0.000,0.003,0.000
2021-01-01 16:00:00,365.183,210.715,269.262,263.473,6.647,-1.123,0.000,0.001,0.000
2021-01-01 17:00:00,235.244,221.631,269.362,261.884,6.164,-3.609,0.000,0.000,0.000
2021-01-01 18:00:00,156.272,207.792,269.462,260.525,5.679,-4.736,0.000,0.000,0.000
2021-01-01 19:00:00,73.142,202.130,269.662,259.371,6.258,-4.259,0.000,0.000,0.000
2021-01-01 20:00:00,9.276,205.380,269.062,258.448,7.035,-2.330,0.000,0.000,0.000
2021-01-01 21:00:00,0.000,212.616,269.862,257.824,7.868,-4.764,0.000,0.000,0.000
2021-01-01 22:00:00,0.000,214.029,267.862,257.696,8.721,-8.395,0.000,0.000,0.000
2021-01-01 23:00:00,5.155,207.012,266.462,257.699,8.902,-13.312,0.000,0.000,0.000
2021-01-02 00:00:00,39.625,213.949,267.945,258.077,8.822,-14.513,0.000,0.000,0.000
2021-01-02 01:00:00,97.219,202.835,265.762,258.855,8.712,-9.877,0.000,0.000,0.000
2021-01-02 02:00:00,181.702,198.710,265.162,259.975,8.239,-8.489,0.000,0.000,0.000
2021-01-02 03:00:00,287.656,189.555,263.762,261.327,7.785,-2.230,0.000,0.000,0.000
2021-01-02 04:00:00,406.703,196.164,265.862,262.780,7.074,-3.717,0.000,0.000,0.000
2021-01-02 05:00:00,529.346,184.491,264.262,264.250,6.081,-4.226,0.000,0.000,0.000
2021-01-02 06:00:00,645.663,180.156,263.662,265.681,4.421,-4.772,0.000,0.000,0.000
2021-01-02 07:00:00,744.776,188.570,265.962,266.964,2.280,-0.911,0.000,0.000,0.000
2021-01-02 08:00:00,821.945,181.488,265.662,267.785,1.795,-1.485,-0.000,-0.000,0.000
2021-01-02 09:00:00,870.011,185.672,266.962,268.188,3.224,-2.487,0.000,0.000,0.000
2021-01-02 10:00:00,886.281,194.483,269.762,268.128,3.113,-4.151,-0.000,-0.000,0.000
2021-01-02 11:00:00,863.613,202.499,270.862,267.960,4.674,-10.185,-0.000,-0.000,0.000
2021-01-02 12:00:00,813.154,202.963,270.662,267.915,5.713,-8.098,0.000,0.000,0.000
2021-01-02 13:00:00,727.921,209.819,270.762,267.115,5.967,-10.995,0.000,0.000,0.000
2021-01-02 14:00:00,634.053,202.919,271.562,265.570,5.711,-16.324,-0.000,-0.000,0.000
2021-01-02 15:00:00,515.262,204.654,272.162,263.971,5.290,-17.909,-0.000,-0.000,0.000
2021-01-02 16:00:00,390.634,206.821,272.362,262.482,5.506,-21.117,-0.000,-0.000,0.000
2021-01-02 17:00:00,268.509,212.473,272.062,261.042,5.789,-23.972,-0.000,-0.000,0.000
2021-01-02 18:00:00,159.434,215.183,271.262,259.658,6.591,-19.520,0.000,0.000,0.000
2021-01-02 19:00:00,72.359,218.293,271.162,258.388,7.947,-20.901,0.000,0.000,0.000
2021-01-02 20:00:00,8.377,220.043,270.562,257.448,9.547,-16.613,0.000,0.000,0.000
2021-01-02 21:00:00,0.000,219.890,269.862,256.941,10.644,-16.014,0.000,0.000,0.000
2021-01-02 22:00:00,0.000,213.232,268.462,257.096,11.033,-8.611,0.000,0.000,0.000
2021-01-02 23:00:00,4.338,210.228,268.162,256.989,10.627,-8.912,0.000,0.000,0.000
2021-01-03 00:00:00,38.644,206.217,267.955,257.301,10.430,-30.257,0.000,0.000,0.000
2021-01-03 01:00:00,96.592,193.562,265.562,257.997,10.227,-25.129,0.000,0.000,0.000
2021-01-03 02:00:00,181.791,194.713,265.962,259.115,9.851,-26.853,0.000,0.000,0.000
2021-01-03 03:00:00,288.517,189.883,265.962,260.466,9.578,-27.033,0.000,0.000,0.000
2021-01-03 04:00:00,407.995,185.933,265.362,261.965,9.388,-22.298,0.000,0.000,0.000
2021-01-03 05:00:00,530.523,180.647,265.362,263.484,9.302,-26.432,0.000,0.000,0.000
2021-01-03 06:00:00,646.500,175.923,264.362,264.893,8.893,-17.617,0.000,0.000,0.000
2021-01-03 07:00:00,747.049,179.415,265.362,266.107,8.383,-17.826,0.000,0.000,0.000
2021-01-03 08:00:00,824.217,182.182,266.562,267.014,7.216,-18.632,0.000,0.000,0.000
2021-01-03 09:00:00,872.167,188.058,267.862,267.658,5.847,-15.843,0.000,0.000,0.000
2021-01-03 10:00:00,887.478,185.709,268.662,268.081,4.208,-14.072,0.000,0.000,0.000
2021-01-03 11:00:00,868.840,185.936,268.762,267.936,2.834,-10.207,0.000,0.000,0.000
2021-01-03 12:00:00,817.670,188.468,269.262,267.403,1.132,-2.849,0.000,0.000,0.000
2021-01-03 13:00:00,737.424,191.832,269.762,266.531,1.314,-4.143,0.000,0.000,0.000
2021-01-03 14:00:00,631.845,206.184,271.662,265.401,2.395,-9.123,0.000,0.000,0.000
2021-01-03 15:00:00,515.422,202.089,271.862,264.120,3.206,-13.096,0.000,0.000,0.000
2021-01-03 16:00:00,390.069,202.561,271.662,262.732,3.920,-15.226,0.000,0.000,0.000
2021-01-03 17:00:00,267.725,213.306,271.962,261.302,4.794,-23.501,0.000,0.000,0.000
2021-01-03 18:00:00,158.232,221.014,272.162,259.919,6.377,-26.584,0.000,0.000,0.000
2021-01-03 19:00:00,69.551,218.186,270.662,258.665,7.708,-21.922,0.000,0.000,0.000
2021-01-03 20:00:00,0.000,218.996,269.562,257.882,8.794,-19.502,0.000,0.000,0.000
