time,SW_d,LW_d,T2m,TSKIN,QH,QL,RAIN,BDOT,ALBEDO
2021-01-01 00:00:00,64.689,204.344,269.452,259.654,7.254,-10.918,0.009,0.018,0.626
2021-01-01 01:00:00,122.745,200.759,269.462,260.489,6.748,-7.128,0.006,0.012,0.626
2021-01-01 02:00:00,202.859,199.607,269.162,261.669,6.066,-3.929,0.003,0.005,0.626
2021-01-01 03:00:00,299.328,198.610,269.362,262.291,4.833,-5.811,0.001,0.002,0.626
2021-01-01 04:00:00,401.283,203.258,269.462,264.886,3.477,-3.129,0.001,0.001,0.626
2021-01-01 05:00:00,504.540,210.486,269.362,265.427,2.559,-3.078,0.003,0.006,0.626
2021-01-01 06:00:00,618.282,202.152,268.562,266.846,1.223,-0.194,0.009,0.018,0.626
2021-01-01 07:00:00,717.117,192.592,268.762,267.511,1.222,-0.486,-0.000,-0.000,0.626
2021-01-01 08:00:00,783.569,194.890,268.662,268.437,3.223,-1.023,0.003,0.006,0.626
2021-01-01 09:00:00,814.080,207.331,269.362,269.221,4.058,-2.664,0.004,0.008,0.626
2021-01-01 10:00:00,812.194,213.620,268.662,269.089,4.076,-1.609,0.007,0.013,0.626
2021-01-01 11:00:00,800.180,211.438,268.862,269.166,4.935,-2.748,0.006,0.012,0.626
2021-01-01 12:00:00,761.613,211.399,268.862,269.151,4.946,-2.755,0.008,0.015,0.626
2021-01-01 13:00:00,678.924,208.538,269.162,267.848,5.420,-3.507,0.004,0.009,0.626
2021-01-01 14:00:00,593.897,216.860,269.262,266.741,5.425,-3.103,0.003,0.005,0.626
2021-01-01 15:00:00,493.686,207.317,269.562,265.041,5.535,-3.231,0.001,0.003,0.626
2021-01-01 16:00:00,371.465,201.426,269.262,263.473,5.758,-0.957,0.001,0.001,0.626
2021-01-01 17:00:00,253.750,210.184,269.362,261.884,5.397,-3.109,0.000,0.000,0.626
2021-01-01 18:00:00,189.439,196.711,269.462,260.525,4.998,-4.101,0.000,0.000,0.626
2021-01-01 19:00:00,116.601,187.216,269.662,259.371,5.482,-3.671,0.000,0.000,0.626
2021-01-01 20:00:00,62.973,186.316,269.062,258.448,6.151,-2.005,0.000,0.000,0.626
2021-01-01 21:00:00,33.971,185.419,269.862,257.824,6.866,-4.091,0.000,0.000,0.626
2021-01-01 22:00:00,26.086,184.932,267.862,257.696,7.601,-7.198,0.000,0.000,0.626
2021-01-01 23:00:00,37.151,184.656,266.462,257.699,7.758,-11.413,0.000,0.000,0.626
2021-01-02 00:00:00,70.023,184.678,267.945,258.077,7.688,-12.444,0.000,0.000,0.626
2021-01-02 01:00:00,127.781,184.924,265.762,258.855,7.597,-8.474,0.000,0.000,0.626
2021-01-02 02:00:00,208.916,185.220,265.162,259.975,7.192,-7.290,0.000,0.000,0.626
2021-01-02 03:00:00,307.749,185.610,263.762,261.327,6.802,-1.917,0.000,0.000,0.626
2021-01-02 04:00:00,416.716,186.017,265.862,262.780,6.188,-3.199,0.000,0.000,0.626
2021-01-02 05:00:00,527.508,186.591,264.262,264.250,5.350,-3.658,0.000,0.000,0.626
2021-01-02 06:00:00,631.486,187.148,263.662,265.681,3.906,-4.149,0.000,0.000,0.626
2021-01-02 07:00:00,719.090,189.055,265.962,266.964,2.044,-0.803,0.000,0.000,0.626
2021-01-02 08:00:00,786.620,189.510,265.662,267.785,1.590,-1.294,-0.000,-0.000,0.626
2021-01-02 09:00:00,827.864,190.441,266.962,268.188,2.795,-2.121,0.000,0.000,0.626
2021-01-02 10:00:00,840.744,191.163,269.762,268.128,2.694,-3.535,-0.000,-0.000,0.626
2021-01-02 11:00:00,818.793,194.450,270.862,267.960,4.011,-8.603,-0.000,-0.000,0.626
2021-01-02 12:00:00,772.704,194.804,270.662,267.915,4.922,-6.867,0.000,0.000,0.626
2021-01-02 13:00:00,695.743,200.635,270.762,267.115,5.158,-9.355,0.000,0.000,0.626
2021-01-02 14:00:00,612.625,191.053,271.562,265.570,4.952,-13.932,-0.000,-0.000,0.626
2021-01-02 15:00:00,507.251,190.493,272.162,263.971,4.600,-15.328,-0.000,-0.000,0.626
